c_f,alpha,price_level,mass_incumbants,mass_entrants,mass_exits,aggregate_labor,labor_incumbants,labor_entrants,frac_labor_entrants
10.0,-1.0,0.7390376178741453,6.658394020125185,2.638641300404071,1.6623432682435506,179.83341926980137,142.62621418913227,37.20722189008587,0.20689826196467095
10.0,1.0,0.6908346315860747,6.735898495107674,4.223321031069755,2.8129320123791395,188.89102882125778,139.50691426977028,49.384086673033686,0.26144220284683
10.0,2.0,0.719468416595459,6.040312551797706,3.5109596664428713,2.310257738623916,182.62410515858394,136.65063182365105,45.97147541385665,0.2517273137296785
15.0,-1.0,0.8890109411239623,0.9433781245728956,3.7682357744574544,0.628918749715264,173.57980549075143,84.78987963973312,88.78989776234387,0.5115220489579055
15.0,1.0,0.8616955976724625,1.9071824803159136,3.2938376139760015,1.4350759473034613,182.89546341648486,111.7330891471207,71.1624000239256,0.3890878357210884
15.0,2.0,0.8778006116390229,1.3423219794723018,3.4521543119668956,1.1210810996091842,177.84996217569488,99.32873177970198,78.52128462516174,0.4415029593742164
