nsmoid,analysis_weight,age_r,open_year,rate_spread,pmms,cltv,dti,cu,first_mort_r,duration,i_open,considerations,applications,score_0,score_1,score_2,i_close_first_year,i_refinance,i_married,i_FHA,i_large_loan,i_medium_loan,i_higher_ed,i_open_year2,i_open_year3,i_open_year4,i_open_year5,rate,rate_0,rate_1,rate_2,i_open_0,i_open_1,i_open_2,likelihood_quadrature,likelihood_ghk,likelihood_ghk_pseudo,likelihood_accept_reject,likelihood_accept_reject_pseudo
200608,1208.7694108019639,0.31,2013,-0.38,3.6299999952316284,0.95,0.5,2,2,3.0,0.0,2.0,1.0,7.53,7.27,7.77,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,3.25,3.895689,3.8419178,3.6166666,1.0,1.0,0.0,0.09990666341526296,0.10973347151439995,0.10875414968257523,0.13,0.12
202438,2677.617101449275,0.45,2013,0.2,3.4299999997019768,0.8,0.5,2,2,4.0,1.0,1.0,1.0,8.31,8.21,8.23,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,3.63,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.10123795932290897,0.10163007673369119,0.10489879670891224,0.1,0.06
200198,1383.0676217228463,0.3,2013,0.33,3.4199999943375587,0.8,0.25,2,2,4.0,1.0,1.0,1.0,6.47,7.28,7.43,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,3.75,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.1263375427422572,0.13232453435372918,0.13671296822407708,0.15,0.1
204339,1383.0676217228463,0.29,2013,0.12,3.5099999979138374,0.93,0.25,2,1,4.0,1.0,2.0,1.0,7.69,7.66,7.69,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,3.63,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.11781401063644925,0.11865479505238699,0.12255144204451553,0.12,0.08
201566,2677.617101449275,0.31,2013,-0.1,3.3499999940395355,0.99,0.5,2,2,3.0,0.0,2.0,2.0,7.52,7.83,7.73,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,3.25,3.895689,3.8419178,3.6166666,1.0,1.0,0.0,0.09988047403483308,0.100190592920467,0.0998034616971434,0.12,0.11
200195,1208.7694108019639,0.35,2013,-1.43,4.309999987483025,0.44,0.25,1,2,4.0,0.0,1.0,1.0,8.24,8.0,7.14,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,2.8799999,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.1362497237838845,0.12619147441493744,0.1300391180820591,0.13,0.06
201450,919.7485803237856,0.39,2013,0.08,3.4199999943375587,0.8,0.5,2,2,4.0,1.0,3.0,1.0,8.13,7.61,7.67,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,3.5,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.11845729116226057,0.11734725733680286,0.12123159899308841,0.11,0.06
203608,1383.0676217228463,0.25,2013,-0.4,3.5299999937415123,0.96,0.25,2,1,3.0,0.0,1.0,1.0,7.53,7.44,7.61,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,3.1299999,3.895689,3.8419178,3.6166666,1.0,1.0,0.0,0.09976884235858817,0.10338817220039724,0.10251832670537273,0.12,0.12
200858,1383.0676217228463,0.26,2013,0.29,4.459999993443489,0.78,0.25,2,1,4.0,0.0,1.0,1.0,7.33,7.58,7.56,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,4.75,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.12203232750387008,0.12367869832791692,0.12772216265691097,0.13,0.09
201720,1713.591902552204,0.66,2013,0.9,3.3499999940395355,0.98,0.25,2,2,4.0,0.0,1.0,1.0,7.94,8.01,7.97,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,4.25,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.10902725520236388,0.10958819683033137,0.11311977471295762,0.12,0.07
202083,919.7485803237856,0.67,2013,0.37,4.129999995231628,0.59,0.5,2,2,3.0,0.0,2.0,2.0,7.79,7.64,7.42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,4.5,3.895689,3.8419178,3.6166666,1.0,1.0,0.0,0.09949068679383805,0.09427173378234908,0.09340555059442396,0.09,0.11
200782,1208.7694108019639,0.57,2013,-0.88,4.509999990463257,0.53,0.25,2,2,4.0,1.0,2.0,1.0,7.74,7.86,8.05,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,3.6299999,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.10659240394596561,0.10931318859401486,0.11290260010345474,0.12,0.08
201172,1208.7694108019639,0.67,2013,-0.53,3.9099999964237213,0.9,0.25,2,2,4.0,0.0,2.0,2.0,6.86,6.49,6.48,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,3.38,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.16033274808451087,0.15872513672023789,0.16386931142389627,0.17,0.12
203769,1713.591902552204,0.45,2013,0.12,3.6299999952316284,0.9,0.25,2,2,4.0,1.0,1.0,1.0,6.81,6.93,6.93,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,3.75,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.14368760302033098,0.14520201854473236,0.1499949803903963,0.16,0.1
201409,1713.591902552204,0.47,2013,-0.3,3.9299999997019768,0.97,0.25,2,2,4.0,1.0,2.0,2.0,6.98,6.94,7.38,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,3.63,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.12801632932601562,0.13299750338284316,0.13755341059019882,0.14,0.1
201373,1713.591902552204,0.56,2013,0.65,4.229999989271164,1.18,0.5,2,2,4.0,1.0,1.0,1.0,6.44,6.12,6.56,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,4.88,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.15730514923424532,0.16149860965712606,0.16693343026203677,0.18,0.12
201262,919.7485803237856,0.64,2013,0.46,3.4199999943375587,0.9,0.25,2,2,4.0,0.0,4.0,1.0,8.01,7.98,7.92,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,3.8799999,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.11056616286762279,0.11055272401853576,0.11412341859434863,0.12,0.06
204624,919.7485803237856,0.49,2013,0.43,4.569999992847443,0.72,0.5,2,1,2.0,0.0,2.0,2.0,5.99,6.51,6.09,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,5.0,3.895689,3.8419178,3.6166666,1.0,0.0,1.0,0.055779846689076706,0.0625647980101034,0.05889312603907694,0.04,0.11
200880,1208.7694108019639,0.41,2013,0.29,4.459999993443489,0.8,0.25,2,2,2.0,0.0,1.0,1.0,8.09,7.99,8.06,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,4.75,3.895689,3.8419178,3.6166666,1.0,0.0,1.0,0.06529105708126656,0.0636061058579819,0.06047990767905928,0.07,0.08
200331,1713.591902552204,0.43,2013,0.24,3.5099999979138374,0.97,0.25,2,2,3.0,0.0,1.0,1.0,6.29,6.63,6.74,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,3.75,3.895689,3.8419178,3.6166666,1.0,1.0,0.0,0.09748662933396446,0.10283509770725432,0.10121708048850886,0.1,0.14
202996,2677.617101449275,0.53,2013,-0.15,4.399999991059303,0.54,0.25,2,2,2.0,0.0,2.0,1.0,5.46,5.95,6.42,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,4.25,3.895689,3.8419178,3.6166666,1.0,0.0,1.0,0.05193604508647102,0.05798418406802036,0.054370457985458656,0.04,0.09
201595,2677.617101449275,0.47,2013,-0.51,4.509999990463257,0.85,0.25,2,2,4.0,1.0,1.0,2.0,6.21,5.89,6.05,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,4.0,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.1770880074029539,0.17793775895163877,0.1836592824524209,0.19,0.14
200876,919.7485803237856,0.52,2013,0.37,4.509999990463257,0.8,0.5,1,2,4.0,1.0,2.0,2.0,8.18,8.01,8.05,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,4.88,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.10659240394596561,0.10689431616321743,0.11037433753063632,0.11,0.06
201755,1383.0676217228463,0.35,2013,-0.01,3.5099999979138374,1.0,0.5,2,1,4.0,1.0,1.0,1.0,7.63,8.15,8.2,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,3.5,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.1021184153540774,0.10498979653843815,0.10831660131497317,0.11,0.07
204153,1208.7694108019639,0.41,2013,0.07,4.309999987483025,0.79,0.25,2,2,4.0,1.0,2.0,1.0,8.1,7.85,7.56,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,4.38,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.12203232750387008,0.11872470538989047,0.1225254934410855,0.12,0.06
200330,919.7485803237856,0.62,2013,0.05,4.579999998211861,0.79,0.5,2,2,3.0,0.0,1.0,1.0,7.78,7.72,8.13,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,4.63,3.895689,3.8419178,3.6166666,1.0,1.0,0.0,0.09989511372637148,0.1092452543335691,0.10881310473636777,0.12,0.11
201290,919.7485803237856,0.5,2013,-0.18,3.809999994933605,0.98,0.5,2,2,4.0,0.0,1.0,1.0,7.45,7.74,7.26,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,3.6299999,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.13209698037339238,0.12910710187834307,0.13317494480622288,0.14,0.09
201523,2677.617101449275,0.67,2013,0.35,3.5299999937415123,0.7,0.5,2,2,4.0,0.0,1.0,1.0,7.91,8.08,7.96,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,3.8799999,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.1093339774006139,0.1095737203712927,0.11306876634125759,0.12,0.07
202388,919.7485803237856,0.7,2013,1.07,3.9299999997019768,0.76,0.5,2,1,4.0,1.0,1.0,1.0,7.64,7.68,7.78,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,5.0,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.11494497397812724,0.11671184099188774,0.12055674541389061,0.12,0.08
201087,919.7485803237856,0.69,2013,-0.12,3.369999997317791,0.79,0.25,2,2,2.0,0.0,2.0,1.0,7.68,7.88,8.13,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,3.25,3.895689,3.8419178,3.6166666,1.0,0.0,1.0,0.06463068585980544,0.06728544240177374,0.06396202334802273,0.06,0.1
202027,1208.7694108019639,0.62,2013,-0.04,3.4199999943375587,0.86,0.25,1,2,4.0,1.0,3.0,1.0,6.97,8.04,8.14,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,3.3799999,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.10389367656421343,0.1091307647473405,0.11255331521138304,0.11,0.09
200729,1713.591902552204,0.39,2013,0.37,3.5099999979138374,0.78,0.5,2,1,4.0,0.0,1.0,1.0,7.14,7.06,6.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,3.88,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.15957313728392344,0.15284193568765184,0.15761622162069353,0.16,0.1
202163,1208.7694108019639,0.54,2013,-0.18,3.9299999997019768,0.67,0.25,2,2,4.0,1.0,3.0,2.0,8.18,7.8,8.05,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,3.75,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.10659240394596561,0.1078281793364756,0.11142742657336024,0.11,0.06
201624,919.7485803237856,0.73,2013,-0.04,3.4199999943375587,0.8,0.75,2,2,4.0,0.0,3.0,1.0,6.47,6.38,6.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,3.3799999,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.15957313728392344,0.1614302721895182,0.1667491928224788,0.18,0.12
204622,1208.7694108019639,0.68,2013,0.04,4.459999993443489,0.93,0.25,2,2,4.0,1.0,1.0,1.0,6.66,5.75,6.35,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,4.5,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.16531373730931045,0.1673493092420235,0.1728960101128687,0.18,0.14
202557,919.7485803237856,0.52,2013,0.07,3.4299999997019768,0.45,0.25,2,2,4.0,0.0,1.0,1.0,8.22,7.98,8.26,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,3.5,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.10036226372063671,0.10232182963036009,0.10571068376925524,0.1,0.06
202071,1713.591902552204,0.56,2013,0.15,3.3499999940395355,0.78,0.25,2,2,4.0,0.0,1.0,1.0,6.67,6.54,6.89,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,3.5,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.14512859293898658,0.14919603503565526,0.1542485495595183,0.17,0.11
202087,919.7485803237856,0.59,2013,0.31,3.3199999928474426,0.79,0.5,1,2,4.0,0.0,3.0,1.0,8.18,8.11,8.18,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,3.6299999,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.10270803490612483,0.10363145056080865,0.10698778373840387,0.1,0.06
201872,1383.0676217228463,0.6,2013,0.43,3.5699999928474426,0.73,0.25,2,2,4.0,0.0,1.0,1.0,8.23,8.03,8.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,4.0,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.10448969629170662,0.10509320799344544,0.10852454381378628,0.1,0.06
200019,1208.7694108019639,0.63,2013,0.35,3.5299999937415123,0.93,0.25,2,2,4.0,1.0,1.0,1.0,8.2,7.64,7.39,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,3.8799999,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.12767956366671648,0.12308405496275246,0.12705242334527733,0.13,0.06
202883,919.7485803237856,0.69,2013,0.1,3.399999998509884,0.5,0.5,2,2,4.0,0.0,2.0,1.0,7.97,7.71,7.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,3.5,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.11118541258827849,0.11244129438360286,0.11618154844115577,0.12,0.06
203993,1383.0676217228463,0.57,2013,-0.25,4.5,0.7,0.25,2,2,4.0,1.0,1.0,1.0,6.85,6.56,6.79,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,4.25,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.1487645026420148,0.15057454890602814,0.1556033967692617,0.16,0.11
201490,1208.7694108019639,0.44,2013,-0.02,4.399999991059303,1.0,0.25,2,2,4.0,1.0,1.0,1.0,7.08,7.58,7.69,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,4.38,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.11781401063644925,0.12168959777939353,0.12568602905131246,0.12,0.09
203150,1713.591902552204,0.41,2013,0.34,3.5399999991059303,1.0,0.25,2,2,3.0,0.0,3.0,2.0,6.09,6.43,6.26,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,3.88,3.895689,3.8419178,3.6166666,1.0,1.0,0.0,0.09515246012445747,0.09461228521191987,0.09266777384966624,0.1,0.13
201949,919.7485803237856,0.49,2013,-0.21,4.459999993443489,0.78,0.25,2,2,3.0,0.0,1.0,1.0,7.81,8.02,8.03,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,4.25,3.895689,3.8419178,3.6166666,1.0,1.0,0.0,0.09994284042815746,0.10200353063411277,0.10180349913649626,0.09,0.11
203113,1713.591902552204,0.35,2013,0.35,3.399999998509884,0.83,0.0,2,2,4.0,1.0,1.0,1.0,7.02,6.34,7.3,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,3.75,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.1307287114279458,0.13745782782349159,0.14235002717728729,0.15,0.12
201461,1383.0676217228463,0.47,2013,0.11,3.519999995827675,0.8,0.25,2,2,4.0,0.0,2.0,1.0,7.59,6.88,7.78,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,3.63,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.11494497397812724,0.12036999121208992,0.12465662262042015,0.12,0.09
201728,1383.0676217228463,0.44,2013,0.23,3.519999995827675,0.36,0.25,2,2,4.0,0.0,2.0,2.0,8.21,8.13,8.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,3.75,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.10811022366988908,0.10728267266419439,0.11071501566024136,0.11,0.06
201731,1208.7694108019639,0.51,2013,-1.0,3.3799999952316284,0.57,0.5,2,2,4.0,0.0,2.0,1.0,7.87,7.56,7.58,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,2.38,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.12137767902715918,0.12084359592823014,0.12482775185445609,0.13,0.07
204596,1713.591902552204,0.46,2013,0.33,3.4199999943375587,0.8,0.5,2,1,4.0,1.0,3.0,1.0,6.54,7.07,7.41,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,3.75,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.12700753751608812,0.13369177645673871,0.13821967717028266,0.15,0.1
202254,1383.0676217228463,0.68,2013,0.83,3.4199999943375587,0.9,0.25,2,2,4.0,1.0,2.0,1.0,7.95,8.13,8.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,4.25,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.10568806978204673,0.1065579293384962,0.10995973984207817,0.12,0.06
202242,919.7485803237856,0.7,2013,0.1,3.5299999937415123,0.77,0.25,1,2,4.0,1.0,1.0,1.0,7.6,7.59,7.59,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,3.6299999,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.1210511193605594,0.12171314228672747,0.12570790196170026,0.13,0.08
200528,1208.7694108019639,0.42,2013,0.1,4.399999991059303,0.94,0.25,2,2,4.0,0.0,3.0,2.0,7.9,7.0,7.84,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,4.5,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.11305576459902418,0.11701358405746343,0.12116317461312054,0.12,0.08
202907,1208.7694108019639,0.43,2013,0.15,3.3499999940395355,0.7,0.25,1,2,3.0,0.0,1.0,1.0,7.83,8.0,7.55,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,3.5,3.895689,3.8419178,3.6166666,1.0,1.0,0.0,0.0996944263395626,0.09161561781115952,0.09115372160388109,0.08,0.11
202488,919.7485803237856,0.45,2013,1.07,3.559999994933605,0.91,0.25,2,2,4.0,1.0,1.0,1.0,7.97,8.13,8.16,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,4.63,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.10329980787411729,0.10474860253976377,0.10810827892673532,0.11,0.06
203292,2677.617101449275,0.31,2013,-0.05,3.4299999997019768,1.0,0.5,2,2,4.0,1.0,1.0,1.0,6.62,5.87,6.24,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,3.38,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.1695863834079019,0.16995916737733918,0.17549332938932735,0.19,0.14
201163,919.7485803237856,0.57,2013,-0.31,3.559999994933605,0.73,0.25,2,2,4.0,1.0,3.0,2.0,6.9,6.61,6.6,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,3.25,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.15580225640471762,0.1547685356067876,0.15981409003754998,0.16,0.1
200299,2677.617101449275,0.7,2013,0.47,3.5299999937415123,0.86,0.25,2,2,4.0,1.0,2.0,2.0,6.92,7.05,7.36,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,4.0,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.12869139560200263,0.1332428972236848,0.13775561605472522,0.14,0.1
204119,1383.0676217228463,0.33,2013,-0.56,3.809999994933605,1.0,0.25,2,2,4.0,1.0,1.0,1.0,7.5,7.27,7.66,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,3.25,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.11877971686032725,0.12208994943837494,0.1262460376443664,0.12,0.1
201375,1383.0676217228463,0.35,2013,0.11,3.519999995827675,0.82,0.25,2,2,4.0,1.0,2.0,1.0,7.6,7.51,7.91,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,3.63,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.11087553223986153,0.11467579928285644,0.11855600823172181,0.12,0.08
203455,1383.0676217228463,0.37,2013,0.18,3.5699999928474426,0.76,0.5,2,2,4.0,1.0,2.0,1.0,7.3,6.91,6.53,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,3.75,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.15843709505097592,0.1520953461787119,0.15689210982553994,0.16,0.1
203587,1383.0676217228463,0.36,2013,-0.59,3.339999996125698,0.65,0.25,1,2,4.0,1.0,3.0,1.0,7.96,7.87,7.71,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,2.75,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.11717280641684033,0.11594517155155624,0.11968372065470927,0.12,0.06
204519,1383.0676217228463,0.44,2013,0.21,3.5399999991059303,0.62,0.25,2,2,4.0,1.0,1.0,1.0,8.15,7.43,7.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,3.75,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.1411844260385523,0.13310169799196106,0.13730981550489066,0.13,0.06
201638,1208.7694108019639,0.33,2013,-0.03,3.9099999964237213,0.75,0.25,2,2,3.0,0.0,1.0,1.0,7.52,7.5,7.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,3.88,3.895689,3.8419178,3.6166666,1.0,1.0,0.0,0.0992510989958151,0.09533845155308374,0.09440052683876754,0.1,0.11
203727,919.7485803237856,0.36,2013,0.27,3.9799999967217445,1.08,0.25,2,2,4.0,0.0,1.0,1.0,7.65,7.48,7.49,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,4.25,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.12433978252847161,0.1243603171754142,0.12845821948894398,0.13,0.08
201917,1713.591902552204,0.38,2013,0.35,3.5299999937415123,1.02,0.25,2,2,4.0,1.0,1.0,1.0,7.28,6.74,6.67,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,3.8799999,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.1531898672625603,0.14987781581181553,0.15472961414309347,0.16,0.1
204274,1383.0676217228463,0.35,2013,0.21,3.5399999991059303,0.71,0.5,2,2,4.0,1.0,1.0,1.0,7.81,7.59,7.92,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,3.75,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.11056616286762279,0.11320428266596862,0.11701598846487726,0.12,0.08
204611,1713.591902552204,0.33,2013,-0.29,3.5399999991059303,0.96,0.5,2,1,4.0,0.0,2.0,1.0,6.6,6.92,6.97,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,3.25,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.14225431784770645,0.14540523284875162,0.15023207648443487,0.17,0.1
200618,2677.617101449275,0.39,2013,-0.29,4.28999999165535,0.96,0.25,2,2,4.0,0.0,1.0,1.0,6.21,6.68,6.18,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,4.0,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.17193887258023016,0.16925262140293235,0.17458191558927605,0.17,0.11
200646,1713.591902552204,0.31,2013,0.13,3.369999997317791,0.87,0.25,2,2,4.0,1.0,2.0,1.0,7.73,7.28,7.59,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,3.5,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.1210511193605594,0.12260911603425048,0.1267610473109379,0.13,0.09
203043,1383.0676217228463,0.41,2013,-0.43,3.809999994933605,0.79,0.0,2,1,4.0,1.0,1.0,1.0,8.1,8.03,8.25,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,3.3799999,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.10065362997965674,0.1027726491788811,0.10614174012288567,0.1,0.06
204217,2677.617101449275,0.28,2013,-1.26,4.509999990463257,0.96,0.5,2,1,4.0,1.0,3.0,3.0,6.87,6.87,7.74,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,3.25,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.11621490672814491,0.1247489852528731,0.12916472691071393,0.12,0.1
201904,2677.617101449275,0.38,2013,0.04,3.339999996125698,0.95,0.5,2,2,4.0,1.0,2.0,5.0,6.69,6.7,6.5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,3.38,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.15957313728392344,0.1580485343362687,0.16313865719635554,0.17,0.1
204236,1208.7694108019639,0.27,2013,-0.1,3.3499999940395355,0.96,0.5,2,1,3.0,0.0,1.0,1.0,7.56,7.43,7.89,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,3.25,3.895689,3.8419178,3.6166666,1.0,1.0,0.0,0.09995220035233855,0.10989518637981947,0.10914165539167506,0.13,0.12
200560,2677.617101449275,0.28,2013,-1.5,4.509999990463257,0.82,0.25,2,2,4.0,0.0,1.0,1.0,7.22,7.47,7.42,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,3.01,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.1266722779926552,0.12808554689447602,0.1322766868874418,0.14,0.09
204345,2677.617101449275,0.29,2013,-0.15,3.399999998509884,0.93,0.25,2,2,4.0,0.0,1.0,1.0,6.78,6.76,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,3.25,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.1411844260385523,0.14457003903977791,0.14943589330150042,0.15,0.1
201818,2677.617101449275,0.23,2013,-0.38,3.5099999979138374,0.92,0.25,2,1,4.0,1.0,1.0,1.0,6.89,7.47,7.31,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,3.13,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.130387907545754,0.13224098505204857,0.13652420053896397,0.14,0.09
203519,919.7485803237856,0.57,2013,0.2,3.9299999997019768,0.7,0.5,2,2,4.0,1.0,1.0,1.0,7.95,7.83,7.81,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,4.13,3.895689,3.8419178,3.6166666,1.0,1.0,1.0,0.11399802354010828,0.11397125490964859,0.1176876371887745,0.12,0.06
