theta,k,l,w,r,b,welfare,cv
0.11,3.513795391470152,0.3468221868691036,1.4730620081913137,0.021785056673230205,0.17662217438868374,-36.58918306406881,0.6126938019299093
0.0,4.598758704122076,0.36525017624196743,1.5929349530773589,0.011165643384483503,0.0,-37.461887411649975,0.6685544751935101
