x1,x2,weight
0.0557704,0.5,-4.51E-08
0.0557704,0.5562445,0.002600958
0.0557704,0.6116933,-4.38E-08
0.0557704,0.6655677,0.0024549
0.0557704,0.7171219,-4.24E-08
0.0557704,0.7656599,0.002175128
0.0557704,0.8105515,-3.43E-08
0.0557704,0.8512481,0.001786051
0.0557704,0.8872983,-2.22E-08
0.0557704,0.918363,0.001323739
0.0557704,0.9442296,-3.72E-08
0.0557704,0.9648274,0.00083535
0.0557704,0.9802456,1.29E-07
0.0557704,0.9907656,0.00038207
0.0557704,0.996916,-1.54E-06
0.0557704,0.9995491,5.91E-05
0.081637,0.003084,0.000242189
0.081637,0.0197544,0.000735082
0.081637,0.0557704,0.001323739
0.081637,0.1127017,0.001914731
0.081637,0.1894485,0.002443171
0.081637,0.2828781,0.002857934
0.081637,0.3883067,0.003121867
0.081637,0.5,0.003212373
0.081637,0.6116933,0.003121867
0.081637,0.7171219,0.002857934
0.081637,0.8105515,0.002443171
0.081637,0.8872983,0.001914731
0.081637,0.9442296,0.001323739
0.081637,0.9802456,0.000735082
0.081637,0.996916,0.000242189
0.1127017,0.0004509,8.55E-05
0.1127017,0.003084,-2.23E-06
0.1127017,0.0092344,0.000552648
0.1127017,0.0197544,2.04E-07
0.1127017,0.0351726,0.001208299
0.1127017,0.0557704,-2.22E-08
0.1127017,0.081637,0.001914731
0.1127017,0.1127017,1.34E-08
0.1127017,0.1487519,0.002583447
0.1127017,0.1894485,8.58E-09
0.1127017,0.2343401,0.00314623
0.1127017,0.2828781,6.67E-09
0.1127017,0.3344323,0.003550907
0.1127017,0.3883067,1.10E-08
0.1127017,0.4437555,0.003762174
0.1127017,0.5,1.13E-08
0.1127017,0.5562445,0.003762174
0.1127017,0.6116933,1.10E-08
0.1127017,0.6655677,0.003550907
0.1127017,0.7171219,6.67E-09
0.1127017,0.7656599,0.00314623
0.1127017,0.8105515,8.58E-09
0.1127017,0.8512481,0.002583447
0.1127017,0.8872983,1.34E-08
0.1127017,0.918363,0.001914731
0.1127017,0.9442296,-2.22E-08
0.1127017,0.9648274,0.001208299
0.1127017,0.9802456,2.04E-07
0.1127017,0.9907656,0.000552648
0.1127017,0.996916,-2.23E-06
0.1127017,0.9995491,8.55E-05
0.1487519,0.003084,0.000326773
0.1487519,0.0197544,0.000991808
0.1487519,0.0557704,0.001786051
0.1487519,0.1127017,0.002583447
0.1487519,0.1894485,0.003296443
0.1487519,0.2828781,0.003856062
0.1487519,0.3883067,0.004212172
0.1487519,0.5,0.004334287
0.1487519,0.6116933,0.004212172
0.1487519,0.7171219,0.003856062
0.1487519,0.8105515,0.003296443
0.1487519,0.8872983,0.002583447
0.1487519,0.9442296,0.001786051
0.1487519,0.9802456,0.000991808
0.1487519,0.996916,0.000326773
0.1894485,0.0004509,0.000109116
0.1894485,0.003084,-2.84E-06
0.1894485,0.0092344,0.000705172
0.1894485,0.0197544,2.57E-07
0.1894485,0.0351726,0.001541773
0.1894485,0.0557704,-3.43E-08
0.1894485,0.081637,0.002443171
0.1894485,0.1127017,8.58E-09
0.1894485,0.1487519,0.003296443
0.1894485,0.1894485,3.47E-18
0.1894485,0.2343401,0.004014547
0.1894485,0.2828781,-4.29E-09
0.1894485,0.3344323,0.00453091
0.1894485,0.3883067,-3.47E-18
0.1894485,0.4437555,0.004800484
0.1894485,0.5,-2.17E-17
0.1894485,0.5562445,0.004800484
0.1894485,0.6116933,-3.47E-18
0.1894485,0.6655677,0.00453091
0.1894485,0.7171219,-4.29E-09
0.1894485,0.7656599,0.004014547
0.1894485,0.8105515,3.47E-18
0.1894485,0.8512481,0.003296443
0.1894485,0.8872983,8.58E-09
0.1894485,0.918363,0.002443171
0.1894485,0.9442296,-3.43E-08
0.1894485,0.9648274,0.001541773
0.1894485,0.9802456,2.57E-07
0.1894485,0.9907656,0.000705172
0.1894485,0.996916,-2.84E-06
0.1894485,0.9995491,0.000109116
0.2343401,0.003084,0.000397958
0.2343401,0.0197544,0.001207866
0.2343401,0.0557704,0.002175128
0.2343401,0.1127017,0.00314623
0.2343401,0.1894485,0.004014547
0.2343401,0.2828781,0.004696074
0.2343401,0.3883067,0.005129759
0.2343401,0.5,0.005278477
0.2343401,0.6116933,0.005129759
0.2343401,0.7171219,0.004696074
0.2343401,0.8105515,0.004014547
0.2343401,0.8872983,0.00314623
0.2343401,0.9442296,0.002175128
0.2343401,0.9802456,0.001207866
0.2343401,0.996916,0.000397958
0.2828781,0.0004509,0.00012764
0.2828781,0.003084,-3.33E-06
0.2828781,0.0092344,0.000824884
0.2828781,0.0197544,3.00E-07
0.2828781,0.0351726,0.001803511
0.2828781,0.0557704,-4.24E-08
0.2828781,0.081637,0.002857934
0.2828781,0.1127017,6.67E-09
0.2828781,0.1487519,0.003856062
0.2828781,0.1894485,-4.29E-09
0.2828781,0.2343401,0.004696074
0.2828781,0.2828781,-1.00E-08
0.2828781,0.3344323,0.005300096
0.2828781,0.3883067,-5.48E-09
0.2828781,0.4437555,0.005615434
0.2828781,0.5,-5.64E-09
0.2828781,0.5562445,0.005615434
0.2828781,0.6116933,-5.48E-09
0.2828781,0.6655677,0.005300096
0.2828781,0.7171219,-1.00E-08
0.2828781,0.7656599,0.004696074
0.2828781,0.8105515,-4.29E-09
0.2828781,0.8512481,0.003856062
0.2828781,0.8872983,6.67E-09
0.2828781,0.918363,0.002857934
0.2828781,0.9442296,-4.24E-08
0.2828781,0.9648274,0.001803511
0.2828781,0.9802456,3.00E-07
0.2828781,0.9907656,0.000824884
0.2828781,0.996916,-3.33E-06
0.2828781,0.9995491,0.00012764
0.3344323,0.003084,0.000449144
0.3344323,0.0197544,0.001363225
0.3344323,0.0557704,0.0024549
0.3344323,0.1127017,0.003550907
0.3344323,0.1894485,0.00453091
0.3344323,0.2828781,0.005300096
0.3344323,0.3883067,0.005789564
0.3344323,0.5,0.00595741
0.3344323,0.6116933,0.005789564
0.3344323,0.7171219,0.005300096
0.3344323,0.8105515,0.00453091
0.3344323,0.8872983,0.003550907
0.3344323,0.9442296,0.0024549
0.3344323,0.9802456,0.001363225
0.3344323,0.996916,0.000449144
0.3883067,0.0004509,0.000139428
0.3883067,0.003084,-3.63E-06
0.3883067,0.0092344,0.000901063
0.3883067,0.0197544,3.29E-07
0.3883067,0.0351726,0.001970066
0.3883067,0.0557704,-4.38E-08
0.3883067,0.081637,0.003121867
0.3883067,0.1127017,1.10E-08
0.3883067,0.1487519,0.004212172
0.3883067,0.1894485,0
0.3883067,0.2343401,0.005129759
0.3883067,0.2828781,-5.48E-09
0.3883067,0.3344323,0.005789564
0.3883067,0.3883067,4.34E-18
0.3883067,0.4437555,0.006134024
0.3883067,0.5,-2.78E-17
0.3883067,0.5562445,0.006134024
0.3883067,0.6116933,4.34E-18
0.3883067,0.6655677,0.005789564
0.3883067,0.7171219,-5.48E-09
0.3883067,0.7656599,0.005129759
0.3883067,0.8105515,0
0.3883067,0.8512481,0.004212172
0.3883067,0.8872983,1.10E-08
0.3883067,0.918363,0.003121867
0.3883067,0.9442296,-4.38E-08
0.3883067,0.9648274,0.001970066
0.3883067,0.9802456,3.29E-07
0.3883067,0.9907656,0.000901063
0.3883067,0.996916,-3.63E-06
0.3883067,0.9995491,0.000139428
0.4437555,0.003084,0.000475867
0.4437555,0.0197544,0.001444332
0.4437555,0.0557704,0.002600958
0.4437555,0.1127017,0.003762174
0.4437555,0.1894485,0.004800484
0.4437555,0.2828781,0.005615434
0.4437555,0.3883067,0.006134024
0.4437555,0.5,0.006311856
0.4437555,0.6116933,0.006134024
0.4437555,0.7171219,0.005615434
0.4437555,0.8105515,0.004800484
0.4437555,0.8872983,0.003762174
0.4437555,0.9442296,0.002600958
0.4437555,0.9802456,0.001444332
0.4437555,0.996916,0.000475867
0.5,0.0004509,0.00014347
0.5,0.003084,-3.74E-06
0.5,0.0092344,0.000927186
0.5,0.0197544,3.38E-07
0.5,0.0351726,0.002027181
0.5,0.0557704,-4.51E-08
0.5,0.081637,0.003212373
0.5,0.1127017,1.13E-08
0.5,0.1487519,0.004334287
0.5,0.1894485,-2.43E-17
0.5,0.2343401,0.005278477
0.5,0.2828781,-5.64E-09
0.5,0.3344323,0.00595741
0.5,0.3883067,1.56E-17
0.5,0.4437555,0.006311856
0.5,0.5,-5.55E-17
0.5,0.5562445,0.006311856
0.5,0.6116933,1.56E-17
0.5,0.6655677,0.00595741
0.5,0.7171219,-5.64E-09
0.5,0.7656599,0.005278477
0.5,0.8105515,-2.43E-17
0.5,0.8512481,0.004334287
0.5,0.8872983,1.13E-08
0.5,0.918363,0.003212373
0.5,0.9442296,-4.51E-08
0.5,0.9648274,0.002027181
0.5,0.9802456,3.38E-07
0.5,0.9907656,0.000927186
0.5,0.996916,-3.74E-06
0.5,0.9995491,0.00014347
0.5562445,0.003084,0.000475867
0.5562445,0.0197544,0.001444332
0.5562445,0.0557704,0.002600958
0.5562445,0.1127017,0.003762174
0.5562445,0.1894485,0.004800484
0.5562445,0.2828781,0.005615434
0.5562445,0.3883067,0.006134024
0.5562445,0.5,0.006311856
0.5562445,0.6116933,0.006134024
0.5562445,0.7171219,0.005615434
0.5562445,0.8105515,0.004800484
0.5562445,0.8872983,0.003762174
0.5562445,0.9442296,0.002600958
0.5562445,0.9802456,0.001444332
0.5562445,0.996916,0.000475867
0.6116933,0.0004509,0.000139428
0.6116933,0.003084,-3.63E-06
0.6116933,0.0092344,0.000901063
0.6116933,0.0197544,3.29E-07
0.6116933,0.0351726,0.001970066
0.6116933,0.0557704,-4.38E-08
0.6116933,0.081637,0.003121867
0.6116933,0.1127017,1.10E-08
0.6116933,0.1487519,0.004212172
0.6116933,0.1894485,0
0.6116933,0.2343401,0.005129759
0.6116933,0.2828781,-5.48E-09
0.6116933,0.3344323,0.005789564
0.6116933,0.3883067,4.34E-18
0.6116933,0.4437555,0.006134024
0.6116933,0.5,-2.78E-17
0.6116933,0.5562445,0.006134024
0.6116933,0.6116933,4.34E-18
0.6116933,0.6655677,0.005789564
0.6116933,0.7171219,-5.48E-09
0.6116933,0.7656599,0.005129759
0.6116933,0.8105515,0
0.6116933,0.8512481,0.004212172
0.6116933,0.8872983,1.10E-08
0.6116933,0.918363,0.003121867
0.6116933,0.9442296,-4.38E-08
0.6116933,0.9648274,0.001970066
0.6116933,0.9802456,3.29E-07
0.6116933,0.9907656,0.000901063
0.6116933,0.996916,-3.63E-06
0.6116933,0.9995491,0.000139428
0.6655677,0.003084,0.000449144
0.6655677,0.0197544,0.001363225
0.6655677,0.0557704,0.0024549
0.6655677,0.1127017,0.003550907
0.6655677,0.1894485,0.00453091
0.6655677,0.2828781,0.005300096
0.6655677,0.3883067,0.005789564
0.6655677,0.5,0.00595741
0.6655677,0.6116933,0.005789564
0.6655677,0.7171219,0.005300096
0.6655677,0.8105515,0.00453091
0.6655677,0.8872983,0.003550907
0.6655677,0.9442296,0.0024549
0.6655677,0.9802456,0.001363225
0.6655677,0.996916,0.000449144
0.7171219,0.0004509,0.00012764
0.7171219,0.003084,-3.33E-06
0.7171219,0.0092344,0.000824884
0.7171219,0.0197544,3.00E-07
0.7171219,0.0351726,0.001803511
0.7171219,0.0557704,-4.24E-08
0.7171219,0.081637,0.002857934
0.7171219,0.1127017,6.67E-09
0.7171219,0.1487519,0.003856062
0.7171219,0.1894485,-4.29E-09
0.7171219,0.2343401,0.004696074
0.7171219,0.2828781,-1.00E-08
0.7171219,0.3344323,0.005300096
0.7171219,0.3883067,-5.48E-09
0.7171219,0.4437555,0.005615434
0.7171219,0.5,-5.64E-09
0.7171219,0.5562445,0.005615434
0.7171219,0.6116933,-5.48E-09
0.7171219,0.6655677,0.005300096
0.7171219,0.7171219,-1.00E-08
0.7171219,0.7656599,0.004696074
0.7171219,0.8105515,-4.29E-09
0.7171219,0.8512481,0.003856062
0.7171219,0.8872983,6.67E-09
0.7171219,0.918363,0.002857934
0.7171219,0.9442296,-4.24E-08
0.7171219,0.9648274,0.001803511
0.7171219,0.9802456,3.00E-07
0.7171219,0.9907656,0.000824884
0.7171219,0.996916,-3.33E-06
0.7171219,0.9995491,0.00012764
0.7656599,0.003084,0.000397958
0.7656599,0.0197544,0.001207866
0.7656599,0.0557704,0.002175128
0.7656599,0.1127017,0.00314623
0.7656599,0.1894485,0.004014547
0.7656599,0.2828781,0.004696074
0.7656599,0.3883067,0.005129759
0.7656599,0.5,0.005278477
0.7656599,0.6116933,0.005129759
0.7656599,0.7171219,0.004696074
0.7656599,0.8105515,0.004014547
0.7656599,0.8872983,0.00314623
0.7656599,0.9442296,0.002175128
0.7656599,0.9802456,0.001207866
0.7656599,0.996916,0.000397958
0.8105515,0.0004509,0.000109116
0.8105515,0.003084,-2.84E-06
0.8105515,0.0092344,0.000705172
0.8105515,0.0197544,2.57E-07
0.8105515,0.0351726,0.001541773
0.8105515,0.0557704,-3.43E-08
0.8105515,0.081637,0.002443171
0.8105515,0.1127017,8.58E-09
0.8105515,0.1487519,0.003296443
0.8105515,0.1894485,3.47E-18
0.8105515,0.2343401,0.004014547
0.8105515,0.2828781,-4.29E-09
0.8105515,0.3344323,0.00453091
0.8105515,0.3883067,-3.47E-18
0.8105515,0.4437555,0.004800484
0.8105515,0.5,-2.17E-17
0.8105515,0.5562445,0.004800484
0.8105515,0.6116933,-3.47E-18
0.8105515,0.6655677,0.00453091
0.8105515,0.7171219,-4.29E-09
0.8105515,0.7656599,0.004014547
0.8105515,0.8105515,3.47E-18
0.8105515,0.8512481,0.003296443
0.8105515,0.8872983,8.58E-09
0.8105515,0.918363,0.002443171
0.8105515,0.9442296,-3.43E-08
0.8105515,0.9648274,0.001541773
0.8105515,0.9802456,2.57E-07
0.8105515,0.9907656,0.000705172
0.8105515,0.996916,-2.84E-06
0.8105515,0.9995491,0.000109116
0.8512481,0.003084,0.000326773
0.8512481,0.0197544,0.000991808
0.8512481,0.0557704,0.001786051
0.8512481,0.1127017,0.002583447
0.8512481,0.1894485,0.003296443
0.8512481,0.2828781,0.003856062
0.8512481,0.3883067,0.004212172
0.8512481,0.5,0.004334287
0.8512481,0.6116933,0.004212172
0.8512481,0.7171219,0.003856062
0.8512481,0.8105515,0.003296443
0.8512481,0.8872983,0.002583447
0.8512481,0.9442296,0.001786051
0.8512481,0.9802456,0.000991808
0.8512481,0.996916,0.000326773
0.8872983,0.0004509,8.55E-05
0.8872983,0.003084,-2.23E-06
0.8872983,0.0092344,0.000552648
0.8872983,0.0197544,2.04E-07
0.8872983,0.0351726,0.001208299
0.8872983,0.0557704,-2.22E-08
0.8872983,0.081637,0.001914731
0.8872983,0.1127017,1.34E-08
0.8872983,0.1487519,0.002583447
0.8872983,0.1894485,8.58E-09
0.8872983,0.2343401,0.00314623
0.8872983,0.2828781,6.67E-09
0.8872983,0.3344323,0.003550907
0.8872983,0.3883067,1.10E-08
0.8872983,0.4437555,0.003762174
0.8872983,0.5,1.13E-08
0.8872983,0.5562445,0.003762174
0.8872983,0.6116933,1.10E-08
0.8872983,0.6655677,0.003550907
0.8872983,0.7171219,6.67E-09
0.8872983,0.7656599,0.00314623
0.8872983,0.8105515,8.58E-09
0.8872983,0.8512481,0.002583447
0.8872983,0.8872983,1.34E-08
0.8872983,0.918363,0.001914731
0.8872983,0.9442296,-2.22E-08
0.8872983,0.9648274,0.001208299
0.8872983,0.9802456,2.04E-07
0.8872983,0.9907656,0.000552648
0.8872983,0.996916,-2.23E-06
0.8872983,0.9995491,8.55E-05
0.918363,0.003084,0.000242189
0.918363,0.0197544,0.000735082
0.918363,0.0557704,0.001323739
0.918363,0.1127017,0.001914731
0.918363,0.1894485,0.002443171
0.918363,0.2828781,0.002857934
0.918363,0.3883067,0.003121867
0.918363,0.5,0.003212373
0.918363,0.6116933,0.003121867
0.918363,0.7171219,0.002857934
0.918363,0.8105515,0.002443171
0.918363,0.8872983,0.001914731
0.918363,0.9442296,0.001323739
0.918363,0.9802456,0.000735082
0.918363,0.996916,0.000242189
0.9442296,0.0004509,5.91E-05
0.9442296,0.003084,-1.54E-06
0.9442296,0.0092344,0.00038207
0.9442296,0.0197544,1.29E-07
0.9442296,0.0351726,0.00083535
0.9442296,0.0557704,-3.72E-08
0.9442296,0.081637,0.001323739
0.9442296,0.1127017,-2.22E-08
0.9442296,0.1487519,0.001786051
0.9442296,0.1894485,-3.43E-08
0.9442296,0.2343401,0.002175128
0.9442296,0.2828781,-4.24E-08
0.9442296,0.3344323,0.0024549
0.9442296,0.3883067,-4.38E-08
0.9442296,0.4437555,0.002600958
0.9442296,0.5,-4.51E-08
0.9442296,0.5562445,0.002600958
0.9442296,0.6116933,-4.38E-08
0.9442296,0.6655677,0.0024549
0.9442296,0.7171219,-4.24E-08
0.9442296,0.7656599,0.002175128
0.9442296,0.8105515,-3.43E-08
0.9442296,0.8512481,0.001786051
0.9442296,0.8872983,-2.22E-08
0.9442296,0.918363,0.001323739
0.9442296,0.9442296,-3.72E-08
0.9442296,0.9648274,0.00083535
0.9442296,0.9802456,1.29E-07
0.9442296,0.9907656,0.00038207
0.9442296,0.996916,-1.54E-06
0.9442296,0.9995491,5.91E-05
0.9648274,0.003084,0.000152834
0.9648274,0.0197544,0.000463877
0.9648274,0.0557704,0.00083535
0.9648274,0.1127017,0.001208299
0.9648274,0.1894485,0.001541773
0.9648274,0.2828781,0.001803511
0.9648274,0.3883067,0.001970066
0.9648274,0.5,0.002027181
0.9648274,0.6116933,0.001970066
0.9648274,0.7171219,0.001803511
0.9648274,0.8105515,0.001541773
0.9648274,0.8872983,0.001208299
0.9648274,0.9442296,0.00083535
0.9648274,0.9802456,0.000463877
0.9648274,0.996916,0.000152834
0.9802456,0.0004509,3.28E-05
0.9802456,0.003084,-8.30E-07
0.9802456,0.0092344,0.000212167
0.9802456,0.0197544,1.55E-07
0.9802456,0.0351726,0.000463877
0.9802456,0.0557704,1.29E-07
0.9802456,0.081637,0.000735082
0.9802456,0.1127017,2.04E-07
0.9802456,0.1487519,0.000991808
0.9802456,0.1894485,2.57E-07
0.9802456,0.2343401,0.001207866
0.9802456,0.2828781,3.00E-07
0.9802456,0.3344323,0.001363225
0.9802456,0.3883067,3.29E-07
0.9802456,0.4437555,0.001444332
0.9802456,0.5,3.38E-07
0.9802456,0.5562445,0.001444332
0.9802456,0.6116933,3.29E-07
0.9802456,0.6655677,0.001363225
0.9802456,0.7171219,3.00E-07
0.9802456,0.7656599,0.001207866
0.9802456,0.8105515,2.57E-07
0.9802456,0.8512481,0.000991808
0.9802456,0.8872983,2.04E-07
0.9802456,0.918363,0.000735082
0.9802456,0.9442296,1.29E-07
0.9802456,0.9648274,0.000463877
0.9802456,0.9802456,1.55E-07
0.9802456,0.9907656,0.000212167
0.9802456,0.996916,-8.30E-07
0.9802456,0.9995491,3.28E-05
0.9907656,0.003084,6.99E-05
0.9907656,0.0197544,0.000212167
0.9907656,0.0557704,0.00038207
0.9907656,0.1127017,0.000552648
0.9907656,0.1894485,0.000705172
0.9907656,0.2828781,0.000824884
0.9907656,0.3883067,0.000901063
0.9907656,0.5,0.000927186
0.9907656,0.6116933,0.000901063
0.9907656,0.7171219,0.000824884
0.9907656,0.8105515,0.000705172
0.9907656,0.8872983,0.000552648
0.9907656,0.9442296,0.00038207
0.9907656,0.9802456,0.000212167
0.9907656,0.996916,6.99E-05
0.996916,0.0004509,1.08E-05
0.996916,0.003084,-5.64E-07
0.996916,0.0092344,6.99E-05
0.996916,0.0197544,-8.30E-07
0.996916,0.0351726,0.000152834
0.996916,0.0557704,-1.54E-06
0.996916,0.081637,0.000242189
0.996916,0.1127017,-2.23E-06
0.996916,0.1487519,0.000326773
0.996916,0.1894485,-2.84E-06
0.996916,0.2343401,0.000397958
0.996916,0.2828781,-3.33E-06
0.996916,0.3344323,0.000449144
0.996916,0.3883067,-3.63E-06
0.996916,0.4437555,0.000475867
0.996916,0.5,-3.74E-06
0.996916,0.5562445,0.000475867
0.996916,0.6116933,-3.63E-06
0.996916,0.6655677,0.000449144
0.996916,0.7171219,-3.33E-06
0.996916,0.7656599,0.000397958
0.996916,0.8105515,-2.84E-06
0.996916,0.8512481,0.000326773
0.996916,0.8872983,-2.23E-06
0.996916,0.918363,0.000242189
0.996916,0.9442296,-1.54E-06
0.996916,0.9648274,0.000152834
0.996916,0.9802456,-8.30E-07
0.996916,0.9907656,6.99E-05
0.996916,0.996916,-5.64E-07
0.996916,0.9995491,1.08E-05
0.9995491,0.003084,1.08E-05
0.9995491,0.0197544,3.28E-05
0.9995491,0.0557704,5.91E-05
0.9995491,0.1127017,8.55E-05
0.9995491,0.1894485,0.000109116
0.9995491,0.2828781,0.00012764
0.9995491,0.3883067,0.000139428
0.9995491,0.5,0.00014347
0.9995491,0.6116933,0.000139428
0.9995491,0.7171219,0.00012764
0.9995491,0.8105515,0.000109116
0.9995491,0.8872983,8.55E-05
0.9995491,0.9442296,5.91E-05
0.9995491,0.9802456,3.28E-05
0.9995491,0.996916,1.08E-05
